Tender ID,Project Name,Budget,Deadline (Days),Key Requirements,Penalties,Region,Environmental Impact Score,Energy Use Reduction Goal (%),Waste Reduction Goal (%),Renewable Materials Used (%)
Tender_310,Project_310,32803416,636,Low-carbon materials,$111801 per day,Urban,1,42,50,74
Tender_311,Project_311,14844338,294,Energy-efficient design,$262791 per day,Coastal,7,14,32,61
Tender_312,Project_312,27413358,277,Low-carbon materials,$356279 per day,Rural,10,10,58,45
Tender_313,Project_313,4434955,341,Energy-efficient design,$334362 per day,Coastal,3,31,48,69
Tender_314,Project_314,11548610,462,Energy-efficient design,$175543 per day,Rural,10,11,16,79
Tender_315,Project_315,25932455,547,Low-carbon materials,$455865 per day,Urban,9,25,23,74
Tender_316,Project_316,644644,143,Energy-efficient design,$222181 per day,Urban,8,47,21,61
Tender_317,Project_317,26700760,91,Low-carbon materials,$60820 per day,Coastal,4,15,37,26
Tender_318,Project_318,18297475,411,Energy-efficient design,$16675 per day,Coastal,9,36,44,44
Tender_319,Project_319,31035094,295,Waste reduction,$37173 per day,Urban,7,40,29,74
Tender_320,Project_320,19642751,672,Low-carbon materials,$270152 per day,Rural,5,44,21,46
Tender_321,Project_321,28887551,549,Waste reduction,$267001 per day,Coastal,1,14,22,75
Tender_322,Project_322,47247464,392,Energy-efficient design,$269977 per day,Coastal,1,21,21,29
Tender_323,Project_323,49523381,156,Energy-efficient design,$112996 per day,Coastal,7,43,55,78
Tender_324,Project_324,37796980,78,Energy-efficient design,$346783 per day,Urban,8,42,53,66
Tender_325,Project_325,44917431,696,Waste reduction,$98897 per day,Rural,3,25,35,64
Tender_326,Project_326,48711563,157,Low-carbon materials,$48416 per day,Urban,5,38,22,59
Tender_327,Project_327,33159965,489,Energy-efficient design,$270219 per day,Urban,7,49,31,80
Tender_328,Project_328,10888239,335,Low-carbon materials,$193297 per day,Rural,7,50,32,22
Tender_329,Project_329,13243830,616,Waste reduction,$42563 per day,Rural,4,24,60,54
Tender_330,Project_330,20411725,35,Energy-efficient design,$128361 per day,Rural,10,48,27,48
Tender_331,Project_331,15109659,494,Energy-efficient design,$229699 per day,Coastal,1,44,36,56
Tender_332,Project_332,4424747,377,Energy-efficient design,$55173 per day,Urban,4,31,49,76
Tender_333,Project_333,39368131,271,Energy-efficient design,$407184 per day,Urban,3,50,53,76
Tender_334,Project_334,49874486,625,Low-carbon materials,$311779 per day,Urban,2,46,12,28
Tender_335,Project_335,36886104,609,Energy-efficient design,$409400 per day,Rural,5,24,23,56
Tender_336,Project_336,4590793,672,Low-carbon materials,$357729 per day,Rural,4,13,22,45
Tender_337,Project_337,21545662,711,Energy-efficient design,$104025 per day,Urban,1,45,55,54
Tender_338,Project_338,4336296,576,Low-carbon materials,$33586 per day,Rural,4,19,34,76
Tender_339,Project_339,3864995,639,Low-carbon materials,$86867 per day,Coastal,2,21,57,44
Tender_340,Project_340,39703494,269,Low-carbon materials,$374385 per day,Coastal,9,38,46,34
Tender_341,Project_341,32496735,388,Waste reduction,$184863 per day,Coastal,4,43,55,61
Tender_342,Project_342,34245717,336,Energy-efficient design,$446902 per day,Rural,10,16,22,71
Tender_343,Project_343,36143271,321,Energy-efficient design,$336114 per day,Coastal,4,27,15,76
Tender_344,Project_344,11065131,712,Low-carbon materials,$400180 per day,Coastal,4,37,12,47
Tender_345,Project_345,4317123,616,Waste reduction,$448213 per day,Urban,1,46,31,66
Tender_346,Project_346,34579793,718,Waste reduction,$316094 per day,Coastal,2,32,38,67
Tender_347,Project_347,5876189,173,Waste reduction,$323325 per day,Coastal,2,25,15,51
Tender_348,Project_348,12970502,416,Low-carbon materials,$388658 per day,Rural,2,47,46,48
Tender_349,Project_349,5098388,562,Low-carbon materials,$47215 per day,Urban,9,30,39,72
Tender_350,Project_350,40432130,283,Energy-efficient design,$319742 per day,Urban,5,25,25,47
Tender_351,Project_351,5060776,137,Waste reduction,$113953 per day,Rural,1,36,21,34
Tender_352,Project_352,45812747,365,Energy-efficient design,$280341 per day,Urban,7,47,22,59
Tender_353,Project_353,16284266,558,Waste reduction,$263901 per day,Coastal,6,43,55,44
Tender_354,Project_354,27596918,626,Energy-efficient design,$111384 per day,Urban,5,19,45,44
Tender_355,Project_355,8545454,227,Waste reduction,$120083 per day,Coastal,9,25,16,34
Tender_356,Project_356,38730269,399,Low-carbon materials,$250974 per day,Rural,9,21,32,75
Tender_357,Project_357,17023232,495,Energy-efficient design,$31136 per day,Rural,6,12,28,43
Tender_358,Project_358,39350600,130,Waste reduction,$109550 per day,Coastal,6,38,31,28
Tender_359,Project_359,40397505,180,Waste reduction,$166379 per day,Rural,9,20,31,50
Tender_360,Project_360,3167017,465,Energy-efficient design,$393654 per day,Coastal,8,50,18,35
Tender_361,Project_361,42065989,451,Waste reduction,$106389 per day,Urban,6,29,39,45
Tender_362,Project_362,6001813,113,Energy-efficient design,$434864 per day,Urban,6,42,45,20
Tender_363,Project_363,28633707,124,Low-carbon materials,$164100 per day,Coastal,3,36,56,21
Tender_364,Project_364,44615566,93,Low-carbon materials,$456580 per day,Urban,5,16,40,70
Tender_365,Project_365,39669584,465,Waste reduction,$172796 per day,Rural,6,15,37,71
Tender_366,Project_366,38431736,163,Low-carbon materials,$154211 per day,Urban,3,31,50,48
Tender_367,Project_367,35583354,517,Low-carbon materials,$453877 per day,Coastal,10,37,59,43
Tender_368,Project_368,21731220,249,Energy-efficient design,$245171 per day,Urban,7,20,20,43
Tender_369,Project_369,17999689,486,Energy-efficient design,$160266 per day,Urban,2,24,50,20
Tender_370,Project_370,14207602,109,Low-carbon materials,$298332 per day,Urban,6,13,34,36
Tender_371,Project_371,45444549,408,Waste reduction,$329256 per day,Coastal,2,34,10,20
Tender_372,Project_372,48562818,568,Waste reduction,$10044 per day,Urban,5,41,21,61
Tender_373,Project_373,21584522,442,Waste reduction,$418803 per day,Coastal,4,45,23,55
Tender_374,Project_374,16517943,632,Waste reduction,$152047 per day,Coastal,7,11,31,37
Tender_375,Project_375,18325088,602,Waste reduction,$268674 per day,Coastal,10,14,37,27
Tender_376,Project_376,27060738,561,Low-carbon materials,$236100 per day,Rural,8,46,28,65
Tender_377,Project_377,9283092,434,Waste reduction,$23459 per day,Urban,5,27,11,32
Tender_378,Project_378,45576367,300,Energy-efficient design,$242747 per day,Urban,6,34,53,52
Tender_379,Project_379,43818824,628,Waste reduction,$403107 per day,Urban,8,41,47,34
Tender_380,Project_380,20632463,540,Low-carbon materials,$290255 per day,Coastal,9,12,24,69
Tender_381,Project_381,31183821,681,Low-carbon materials,$228094 per day,Urban,4,15,10,52
Tender_382,Project_382,21718292,463,Low-carbon materials,$464034 per day,Coastal,6,27,49,56
Tender_383,Project_383,5368286,480,Energy-efficient design,$77460 per day,Rural,2,14,49,23
Tender_384,Project_384,1125149,531,Waste reduction,$416043 per day,Urban,8,19,58,26
Tender_385,Project_385,31255020,456,Waste reduction,$128223 per day,Rural,10,45,49,24
Tender_386,Project_386,42185291,196,Energy-efficient design,$175262 per day,Coastal,9,10,44,49
Tender_387,Project_387,38281863,177,Waste reduction,$44439 per day,Coastal,4,26,37,40
Tender_388,Project_388,7209628,547,Energy-efficient design,$493920 per day,Urban,9,28,42,78
Tender_389,Project_389,5416443,160,Low-carbon materials,$473918 per day,Rural,8,38,48,29
Tender_390,Project_390,36580034,526,Energy-efficient design,$12693 per day,Coastal,2,16,15,70
Tender_391,Project_391,14804543,498,Low-carbon materials,$372717 per day,Rural,4,20,48,54
Tender_392,Project_392,34449347,162,Low-carbon materials,$448797 per day,Coastal,6,12,56,61
Tender_393,Project_393,18297298,555,Low-carbon materials,$256643 per day,Urban,6,45,33,28
Tender_394,Project_394,9389009,571,Waste reduction,$226813 per day,Coastal,7,22,10,20
Tender_395,Project_395,23921586,150,Energy-efficient design,$178481 per day,Urban,7,36,40,71
Tender_396,Project_396,5116506,247,Waste reduction,$49959 per day,Rural,10,18,54,77
Tender_397,Project_397,16893649,496,Energy-efficient design,$417577 per day,Coastal,7,28,45,61
Tender_398,Project_398,25298543,514,Energy-efficient design,$406915 per day,Coastal,4,45,37,50
Tender_399,Project_399,19625180,63,Waste reduction,$328924 per day,Rural,4,38,41,58
Tender_400,Project_400,11086210,190,Energy-efficient design,$47377 per day,Rural,9,29,46,20
Tender_401,Project_401,29906068,602,Waste reduction,$422314 per day,Urban,10,42,35,51
Tender_402,Project_402,36954740,408,Low-carbon materials,$257053 per day,Urban,6,31,46,50
Tender_403,Project_403,47713765,151,Waste reduction,$340235 per day,Rural,9,35,46,74
Tender_404,Project_404,20801581,646,Energy-efficient design,$27886 per day,Urban,7,21,48,61
Tender_405,Project_405,41548999,448,Waste reduction,$491777 per day,Coastal,5,23,46,78
Tender_406,Project_406,44387607,142,Waste reduction,$370742 per day,Coastal,2,38,23,57
Tender_407,Project_407,35996609,153,Waste reduction,$302218 per day,Rural,8,44,52,62
Tender_408,Project_408,1024999,408,Waste reduction,$457391 per day,Urban,9,45,43,52
Tender_409,Project_409,45319540,615,Energy-efficient design,$419599 per day,Rural,3,37,16,66
Tender_410,Project_410,37718729,326,Low-carbon materials,$197317 per day,Coastal,6,14,46,66
Tender_411,Project_411,20590967,71,Energy-efficient design,$57095 per day,Urban,7,40,51,54
Tender_412,Project_412,45019263,565,Energy-efficient design,$263399 per day,Urban,1,24,17,63
Tender_413,Project_413,7451572,186,Waste reduction,$374420 per day,Rural,2,18,50,45
Tender_414,Project_414,9512124,150,Low-carbon materials,$135248 per day,Rural,10,38,46,27
Tender_415,Project_415,18248007,410,Low-carbon materials,$354672 per day,Rural,10,39,28,78
Tender_416,Project_416,8246286,342,Energy-efficient design,$97272 per day,Rural,10,36,45,53
Tender_417,Project_417,7683062,413,Low-carbon materials,$462920 per day,Coastal,2,11,53,31
Tender_418,Project_418,37626210,340,Energy-efficient design,$292178 per day,Urban,7,36,39,43
Tender_419,Project_419,10931932,331,Energy-efficient design,$320949 per day,Rural,3,22,27,46
Tender_420,Project_420,18776979,527,Energy-efficient design,$191987 per day,Urban,5,49,34,65
Tender_421,Project_421,19408343,58,Low-carbon materials,$51134 per day,Rural,7,31,17,24
Tender_422,Project_422,41089442,176,Waste reduction,$150501 per day,Coastal,10,50,21,46
Tender_423,Project_423,14635116,175,Energy-efficient design,$194379 per day,Rural,5,14,25,47
Tender_424,Project_424,48658138,633,Energy-efficient design,$211078 per day,Urban,8,25,52,36
Tender_425,Project_425,23510306,461,Low-carbon materials,$110970 per day,Coastal,7,36,15,22
Tender_426,Project_426,14163184,79,Energy-efficient design,$144109 per day,Rural,3,45,48,76
Tender_427,Project_427,46637151,342,Waste reduction,$29419 per day,Urban,10,46,54,30
Tender_428,Project_428,43062988,320,Low-carbon materials,$327203 per day,Rural,4,47,52,55
Tender_429,Project_429,18215659,250,Waste reduction,$436740 per day,Urban,7,13,10,61
Tender_430,Project_430,34417427,217,Low-carbon materials,$48469 per day,Rural,9,37,12,20
Tender_431,Project_431,33284817,530,Low-carbon materials,$302733 per day,Coastal,5,33,19,28
Tender_432,Project_432,17352461,32,Waste reduction,$426696 per day,Urban,3,40,28,76
Tender_433,Project_433,3909056,155,Low-carbon materials,$195607 per day,Coastal,7,28,15,79
Tender_434,Project_434,6694045,590,Low-carbon materials,$276801 per day,Coastal,9,14,33,55
Tender_435,Project_435,43066108,387,Energy-efficient design,$10763 per day,Urban,6,36,31,21
Tender_436,Project_436,28925688,99,Low-carbon materials,$190519 per day,Coastal,2,47,17,29
Tender_437,Project_437,19067695,75,Low-carbon materials,$191569 per day,Urban,8,45,41,30
Tender_438,Project_438,3458612,457,Energy-efficient design,$295531 per day,Urban,10,26,30,77
Tender_439,Project_439,737947,522,Energy-efficient design,$399015 per day,Rural,8,24,43,31
Tender_440,Project_440,22884600,616,Waste reduction,$51446 per day,Coastal,4,36,58,63
Tender_441,Project_441,9279158,347,Waste reduction,$392163 per day,Coastal,7,35,35,39
Tender_442,Project_442,43255954,609,Low-carbon materials,$396193 per day,Rural,8,25,23,38
Tender_443,Project_443,18079520,493,Low-carbon materials,$433499 per day,Coastal,10,25,38,73
Tender_444,Project_444,11343582,375,Waste reduction,$60036 per day,Rural,10,40,23,44
Tender_445,Project_445,30151079,416,Waste reduction,$178275 per day,Urban,1,33,31,47
Tender_446,Project_446,37522646,516,Energy-efficient design,$479341 per day,Coastal,2,36,23,25
Tender_447,Project_447,47856540,650,Waste reduction,$447868 per day,Rural,1,15,22,64
Tender_448,Project_448,29201583,165,Low-carbon materials,$246921 per day,Coastal,3,42,20,46
Tender_449,Project_449,38141822,171,Low-carbon materials,$146614 per day,Rural,8,27,40,40
Tender_450,Project_450,1148922,546,Waste reduction,$152212 per day,Rural,2,32,12,25
Tender_451,Project_451,8007729,681,Low-carbon materials,$386603 per day,Urban,10,24,18,50
Tender_452,Project_452,5549529,501,Low-carbon materials,$429832 per day,Rural,1,31,42,64
Tender_453,Project_453,46873541,490,Energy-efficient design,$334615 per day,Rural,10,40,59,72
Tender_454,Project_454,10502863,713,Low-carbon materials,$215730 per day,Urban,6,38,47,43
Tender_455,Project_455,37113944,489,Low-carbon materials,$360788 per day,Coastal,3,40,48,55
Tender_456,Project_456,2917807,182,Energy-efficient design,$201755 per day,Rural,1,41,35,47
Tender_457,Project_457,25277665,363,Low-carbon materials,$140482 per day,Urban,4,43,36,45
Tender_458,Project_458,39591555,121,Waste reduction,$325766 per day,Coastal,9,33,37,46
Tender_459,Project_459,37579331,669,Energy-efficient design,$359388 per day,Rural,8,46,42,31
Tender_460,Project_460,10438405,710,Low-carbon materials,$71327 per day,Rural,3,18,37,74
Tender_461,Project_461,29342498,668,Energy-efficient design,$493302 per day,Coastal,2,49,44,45
Tender_462,Project_462,9052724,449,Waste reduction,$218861 per day,Rural,3,27,33,42
Tender_463,Project_463,3307087,426,Waste reduction,$34584 per day,Coastal,2,31,44,51
Tender_464,Project_464,21186867,268,Energy-efficient design,$349011 per day,Rural,6,42,57,72
Tender_465,Project_465,24971348,434,Low-carbon materials,$267895 per day,Urban,2,24,27,23
Tender_466,Project_466,3177299,377,Low-carbon materials,$440575 per day,Coastal,10,36,23,39
Tender_467,Project_467,24512171,583,Energy-efficient design,$257880 per day,Rural,1,14,14,78
Tender_468,Project_468,14597997,76,Low-carbon materials,$11411 per day,Rural,5,44,15,33
Tender_469,Project_469,46272720,716,Waste reduction,$36517 per day,Rural,6,42,34,54
Tender_470,Project_470,17245657,483,Low-carbon materials,$159451 per day,Urban,7,22,20,71
Tender_471,Project_471,45257143,314,Low-carbon materials,$15928 per day,Rural,3,38,14,53
Tender_472,Project_472,7398363,691,Energy-efficient design,$318193 per day,Rural,5,28,13,32
Tender_473,Project_473,24234971,120,Waste reduction,$138885 per day,Coastal,5,29,55,32
Tender_474,Project_474,38073146,199,Waste reduction,$477801 per day,Rural,7,44,52,68
Tender_475,Project_475,27771524,55,Waste reduction,$444569 per day,Urban,3,46,54,56
Tender_476,Project_476,42151888,615,Waste reduction,$430038 per day,Coastal,3,20,35,31
Tender_477,Project_477,10871898,675,Low-carbon materials,$16606 per day,Coastal,1,22,32,32
Tender_478,Project_478,16387173,346,Low-carbon materials,$385822 per day,Coastal,2,49,58,63
Tender_479,Project_479,11405308,604,Energy-efficient design,$173306 per day,Urban,7,34,15,66
Tender_480,Project_480,12381783,690,Waste reduction,$177212 per day,Urban,6,12,29,53
Tender_481,Project_481,28168609,156,Energy-efficient design,$478078 per day,Coastal,7,28,54,36
Tender_482,Project_482,2163384,689,Waste reduction,$173451 per day,Coastal,7,18,49,21
Tender_483,Project_483,12536690,602,Low-carbon materials,$71462 per day,Urban,4,27,26,59
Tender_484,Project_484,49930004,117,Waste reduction,$292893 per day,Urban,4,27,39,56
Tender_485,Project_485,22792589,227,Waste reduction,$154856 per day,Rural,10,30,23,65
Tender_486,Project_486,28129602,663,Waste reduction,$19633 per day,Coastal,4,10,60,27
Tender_487,Project_487,45456706,584,Low-carbon materials,$409056 per day,Coastal,6,21,49,31
Tender_488,Project_488,49828876,620,Energy-efficient design,$140361 per day,Urban,1,32,35,69
Tender_489,Project_489,17154221,84,Low-carbon materials,$326778 per day,Coastal,9,34,56,45
Tender_490,Project_490,18405028,613,Energy-efficient design,$493980 per day,Rural,3,41,33,76
Tender_491,Project_491,11183586,564,Energy-efficient design,$423381 per day,Urban,5,50,53,58
Tender_492,Project_492,47561982,223,Low-carbon materials,$383210 per day,Rural,4,13,60,24
Tender_493,Project_493,7754174,517,Low-carbon materials,$296225 per day,Rural,3,19,28,49
Tender_494,Project_494,26171940,544,Waste reduction,$88439 per day,Coastal,7,17,57,45
Tender_495,Project_495,3098764,49,Waste reduction,$103433 per day,Rural,3,40,22,69
Tender_496,Project_496,32087472,153,Low-carbon materials,$52695 per day,Urban,6,43,15,36
Tender_497,Project_497,15427274,704,Waste reduction,$431670 per day,Coastal,4,21,11,56
Tender_498,Project_498,13893105,574,Energy-efficient design,$292920 per day,Urban,9,49,31,55
Tender_499,Project_499,31390427,214,Low-carbon materials,$22652 per day,Coastal,2,31,32,43
Tender_500,Project_500,23965179,49,Energy-efficient design,$367025 per day,Urban,5,47,38,48
Tender_501,Project_501,20981012,311,Waste reduction,$119579 per day,Coastal,1,45,41,48
Tender_502,Project_502,15773674,240,Energy-efficient design,$318578 per day,Rural,4,44,14,76
Tender_503,Project_503,15460146,281,Energy-efficient design,$210602 per day,Urban,1,14,52,38
